2024-02-14 19:09:05.565960
Logging to Training/Logs/TekusGamma97
Using cpu device
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 434      |
|    ep_rew_mean     | 704.1132 |
| time/              |          |
|    fps             | 6723     |
|    iterations      | 1        |
|    time_elapsed    | 18       |
|    total_timesteps | 122880   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 445         |
|    ep_rew_mean          | 688.6969    |
| time/                   |             |
|    fps                  | 1640        |
|    iterations           | 2           |
|    time_elapsed         | 149         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.008817177 |
|    clip_fraction        | 0.0772      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.27       |
|    explained_variance   | -0.14       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0436      |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.00669    |
|    value_loss           | 0.258       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 439        |
|    ep_rew_mean          | 677.73065  |
| time/                   |            |
|    fps                  | 1307       |
|    iterations           | 3          |
|    time_elapsed         | 281        |
|    total_timesteps      | 368640     |
| train/                  |            |
|    approx_kl            | 0.00995615 |
|    clip_fraction        | 0.101      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.26      |
|    explained_variance   | 0.627      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0184     |
|    n_updates            | 20         |
|    policy_gradient_loss | -0.00966   |
|    value_loss           | 0.0802     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 445        |
|    ep_rew_mean          | 760.65326  |
| time/                   |            |
|    fps                  | 1199       |
|    iterations           | 4          |
|    time_elapsed         | 409        |
|    total_timesteps      | 491520     |
| train/                  |            |
|    approx_kl            | 0.01143552 |
|    clip_fraction        | 0.125      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.25      |
|    explained_variance   | 0.705      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00969   |
|    n_updates            | 30         |
|    policy_gradient_loss | -0.0113    |
|    value_loss           | 0.0815     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 435         |
|    ep_rew_mean          | 755.219     |
| time/                   |             |
|    fps                  | 1138        |
|    iterations           | 5           |
|    time_elapsed         | 539         |
|    total_timesteps      | 614400      |
| train/                  |             |
|    approx_kl            | 0.012325117 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.24       |
|    explained_variance   | 0.74        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00544     |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.0119     |
|    value_loss           | 0.0814      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 830.3123    |
| time/                   |             |
|    fps                  | 1100        |
|    iterations           | 6           |
|    time_elapsed         | 669         |
|    total_timesteps      | 737280      |
| train/                  |             |
|    approx_kl            | 0.013087662 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.22       |
|    explained_variance   | 0.723       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0307      |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0116     |
|    value_loss           | 0.0948      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 436         |
|    ep_rew_mean          | 841.07794   |
| time/                   |             |
|    fps                  | 1076        |
|    iterations           | 7           |
|    time_elapsed         | 799         |
|    total_timesteps      | 860160      |
| train/                  |             |
|    approx_kl            | 0.013785969 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.2        |
|    explained_variance   | 0.734       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00602     |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.012      |
|    value_loss           | 0.0943      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 450         |
|    ep_rew_mean          | 912.1725    |
| time/                   |             |
|    fps                  | 1056        |
|    iterations           | 8           |
|    time_elapsed         | 930         |
|    total_timesteps      | 983040      |
| train/                  |             |
|    approx_kl            | 0.014800788 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.18       |
|    explained_variance   | 0.737       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0056     |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0127     |
|    value_loss           | 0.095       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 436        |
|    ep_rew_mean          | 904.0067   |
| time/                   |            |
|    fps                  | 1042       |
|    iterations           | 9          |
|    time_elapsed         | 1061       |
|    total_timesteps      | 1105920    |
| train/                  |            |
|    approx_kl            | 0.01513136 |
|    clip_fraction        | 0.177      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.17      |
|    explained_variance   | 0.745      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0559     |
